Stimmart_,"Gemeinde-
schlüssel
—
Wahlkreis-
nummer_","Land - Landkreis / kfr. Stadt - Amt - Gemeinde
—
Wahlkreis_",Name_,Wahlberechtigte insgesamt_Anzahl,Wahlberechtigte A1_,Wahlberechtigte A2_,Wahlberechtigte A3_,Wähler_,"Wahl-
beteiligung_%",Ungültige Stimmen_Anzahl,"Gültige
Stimmen_",SPD_,SPD_%_2019,CDU_Anzahl_2019,CDU_%_2019,DIE LINKE_Anzahl_2019,DIE LINKE_%_2019,AfD_Anzahl_2019,AfD_%_2019,GRÜNE/B 90_Anzahl_2019,GRÜNE/B 90_%_2019,BVB / FREIE WÄHLER_Anzahl_2019,BVB / FREIE WÄHLER_%_2019,PIRATEN_Anzahl_2019,PIRATEN_%_2019,FDP_Anzahl_2019,FDP_%_2019,ÖDP_Anzahl,ÖDP_%,Tierschutzpartei_Anzahl,Tierschutzpartei_%,V-Partei³_Anzahl,V-Partei³_%,AGS,AfD_%_2014,AfD_Anzahl_2014,BVB / FREIE WÄHLER_%_2014,BVB / FREIE WÄHLER_Anzahl_2014,CDU_%_2014,CDU_Anzahl_2014,DIE LINKE_%_2014,DIE LINKE_Anzahl_2014,DKP_%,DKP_Anzahl,FDP_%_2014,FDP_Anzahl_2014,GRÜNE/B 90_%_2014,GRÜNE/B 90_Anzahl_2014,Gemeindename_,Gemeindename_gesamt,Gemeindenummer_,Gültige Stimmen_%,Gültige Stimmen_Anzahl,NPD_%,NPD_Anzahl,PIRATEN_%_2014,PIRATEN_Anzahl_2014,REP_%,REP_Anzahl,SPD_%_2014,SPD_Anzahl,Unnamed: 2_ausgezählt,Unnamed: 32_,Unnamed: 33_,Unnamed: 3_%,Unnamed: 4_,Unnamed: 7_%,Unnamed: 8_Anzahl,Unnamed: 9_,Verwaltungsbezik,Wahlberechtigte_%,Wahlberechtigte_Anzahl,Wähler_%,Wähler_Anzahl,Wähler_Anzahl_,Wähler_Anzahl_Anzahl,_merge,diff_afd
Zweistimme,12067473 06,amtsangehörige Gemeinde,Steinhöfel,3780,3443.0,337.0,0.0,2023.0,53.5,42,1981.0,465.0,23.5,254,12.8,200,10.1,640,32.3,159,8,105,5.3,10,0.5,58,2.9,17,0.9,65,3.3,8,0.4,12067473,12.9,233,2.4,44,18.8,340,16.2,292,0.4,8,0.8,14,5.4,98,Steinhöfel,14,67473,,,6.9,124,1.6,29,0.2,4,34.3,619,14,LT14,67473,100,LT14,49.864645370871685,37,1805,,,,,,1842,3694,both,19.4
Zweistimme,12067024 07,amtsangehörige Gemeinde,Bad Saarow,4818,3787.0,1031.0,0.0,2137.0,44.4,20,2117.0,517.0,24.4,381,18,275,13,478,22.6,166,7.8,84,4,12,0.6,118,5.6,19,0.9,61,2.9,6,0.3,12067024,12.4,209,2,34,26.6,450,24.1,407,0.2,3,1.9,32,3.7,63,Bad Saarow,6,67807024,,,2.1,35,0.6,10,0,0,26.5,448,6,LT14,67807024,100,LT14,39.37098255280074,24,1691,,,,,,1715,4356,both,10.200000000000001
Zweistimme,12067112 07,amtsangehörige Gemeinde,Diensdorf-Radlow,515,440.0,75.0,0.0,282.0,54.8,3,279.0,62.0,22.2,45,16.1,29,10.4,86,30.8,20,7.2,18,6.5,0,0,12,4.3,0,0,6,2.2,1,0.4,12067112,13.5,30,1.8,4,25.2,56,19.4,43,0.5,1,1.4,3,4.1,9,Diensdorf-Radlow,1,67807112,,,4.5,10,0.9,2,0,0,28.8,64,1,LT14,67807112,100,LT14,43.96887159533074,4,222,,,,,,226,514,both,17.3
Zweistimme,12067288 07,amtsangehörige Gemeinde,Langewahl,755,692.0,63.0,0.0,426.0,56.4,3,423.0,101.0,23.9,63,14.9,32,7.6,144,34,15,3.5,34,8,4,0.9,19,4.5,2,0.5,9,2.1,0,0,12067288,21.6,74,1.5,5,18.7,64,19,65,0,0,1.2,4,1.2,4,Langewahl,1,67807288,,,2.3,8,0.6,2,0,0,33.9,116,1,LT14,67807288,100,LT14,48.261474269819196,5,342,,,,,,347,719,both,12.399999999999999
Zweistimme,12067413 07,amtsangehörige Gemeinde,Reichenwalde,1013,881.0,132.0,0.0,492.0,48.6,7,485.0,127.0,26.2,82,16.9,46,9.5,113,23.3,46,9.5,21,4.3,3,0.6,23,4.7,7,1.4,16,3.3,1,0.2,12067413,8.3,35,4.3,18,27.3,115,16.2,68,0,0,1,4,5.5,23,Reichenwalde,3,67807413,,,1.9,8,0.7,3,0,0,34.9,147,3,LT14,67807413,100,LT14,44.81327800829876,11,421,,,,,,432,964,both,15.0
Zweistimme,12067520 07,amtsangehörige Gemeinde,Wendisch Rietz,1395,1169.0,226.0,0.0,653.0,46.8,9,644.0,146.0,22.7,107,16.6,79,12.3,178,27.6,55,8.5,25,3.9,0,0,20,3.1,2,0.3,32,5,0,0,12067520,14.6,70,2.1,10,27.1,130,21.9,105,0.2,1,2.1,10,2.7,13,Wendisch Rietz,2,67807520,,,2.1,10,0.4,2,0,0,26.7,128,2,LT14,67807520,100,LT14,37.09063214013709,8,479,,,,,,487,1313,both,13.000000000000002
Zweistimme,12067205 08,amtsangehörige Gemeinde,Grunow-Dammendorf,444,381.0,63.0,0.0,269.0,60.6,9,260.0,56.0,21.5,55,21.2,22,8.5,81,31.2,11,4.2,14,5.4,1,0.4,9,3.5,0,0,10,3.8,1,0.4,12067205,22.4,48,1.4,3,24.3,52,20.6,44,0.9,2,0.5,1,5.6,12,Grunow-Dammendorf,2,67808205,,,3.3,7,1.4,3,0.5,1,19.2,41,2,LT14,67808205,100,LT14,46.92144373673036,7,214,,,,,,221,471,both,8.8
Zweistimme,12067324 08,amtsangehörige Gemeinde,Mixdorf,801,669.0,132.0,0.0,486.0,60.7,2,484.0,83.0,17.1,97,20,50,10.3,148,30.6,26,5.4,38,7.9,2,0.4,31,6.4,4,0.8,5,1,0,0,12067324,23,97,1.7,7,25.4,107,14.3,60,1.4,6,1.7,7,4.5,19,Mixdorf,1,67808324,,,2.4,10,0.7,3,0.2,1,24.7,104,1,LT14,67808324,100,LT14,52.13675213675214,6,421,,,,,,427,819,both,7.600000000000001
Zweistimme,12067336 08,amtsangehörige Gemeinde,"Müllrose, Stadt",4023,3395.0,628.0,0.0,1902.0,47.3,18,1884.0,463.0,24.6,320,17,199,10.6,518,27.5,122,6.5,94,5,4,0.2,96,5.1,20,1.1,42,2.2,6,0.3,12067336,22.6,352,1.2,18,22.1,344,19.1,298,0.1,2,1.2,18,3.6,56,"Müllrose, Stadt",4,67808336,,,3.2,50,0.7,11,0.5,8,25.7,401,4,LT14,67808336,100,LT14,39.89873417721519,18,1558,,,,,,1576,3950,both,4.899999999999999
Zweistimme,12067397 08,amtsangehörige Gemeinde,Ragow-Merz,443,395.0,48.0,0.0,260.0,58.7,4,256.0,66.0,25.8,43,16.8,31,12.1,74,28.9,9,3.5,12,4.7,3,1.2,13,5.1,0,0,4,1.6,1,0.4,12067397,15.6,33,1.4,3,25.6,54,19.9,42,0.5,1,2.4,5,3.8,8,Ragow-Merz,2,67808397,,,3.3,7,0.5,1,0.5,1,26.5,56,2,LT14,67808397,100,LT14,48.86363636363637,4,211,,,,,,215,440,both,13.299999999999999
Zweistimme,12067438 08,amtsangehörige Gemeinde,Schlaubetal,1580,1400.0,180.0,0.0,935.0,59.2,9,926.0,194.0,21,153,16.5,69,7.5,346,37.4,37,4,63,6.8,2,0.2,39,4.2,0,0,20,2.2,3,0.3,12067438,27.6,205,1.8,13,23.9,177,14.2,105,0,0,1.1,8,1.3,10,Schlaubetal,3,67808438,,,4.9,36,0.7,5,0.3,2,24.4,181,3,LT14,67808438,100,LT14,46.36699507389162,11,742,,,,,,753,1624,both,9.799999999999997
Zweistimme,12067458 08,amtsangehörige Gemeinde,Siehdichum,1329,1176.0,153.0,0.0,826.0,62.2,11,815.0,202.0,24.8,165,20.2,72,8.8,237,29.1,51,6.3,30,3.7,2,0.2,26,3.2,5,0.6,24,2.9,1,0.1,12067458,21.5,148,2.3,16,27.2,187,15,103,0,0,1.6,11,2.5,17,Siehdichum,3,67808458,,,4.4,30,1,7,0.1,1,24.3,167,3,LT14,67808458,100,LT14,50.76031860970311,14,687,,,,,,701,1381,both,7.600000000000001
Zweistimme,12067173 09,amtsangehörige Gemeinde,Gosen-Neu Zittau,2675,2319.0,356.0,0.0,1197.0,44.7,12,1185.0,308.0,26,115,9.7,130,11,364,30.7,77,6.5,102,8.6,8,0.7,22,1.9,2,0.2,51,4.3,6,0.5,12067173,13.1,109,5.2,43,18.9,157,19.7,164,0.4,3,1,8,4.2,35,Gosen-Neu Zittau,4,67809173,,,2.6,22,0.5,4,0.1,1,34.4,286,4,LT14,67809173,100,LT14,33.50535926955141,12,832,,,,,,844,2519,both,17.6
Zweistimme,12067408 09,amtsangehörige Gemeinde,Rauen,1712,1464.0,248.0,0.0,919.0,53.7,11,908.0,229.0,25.2,123,13.5,64,7,240,26.4,84,9.3,67,7.4,9,1,50,5.5,3,0.3,37,4.1,2,0.2,12067408,13.3,103,2.7,21,25.4,197,13.9,108,0.1,1,1.5,12,4.5,35,Rauen,2,67809408,,,3.5,27,1.8,14,0.1,1,33.1,257,2,LT14,67809408,100,LT14,46.32136550912301,11,776,,,,,,787,1699,both,13.099999999999998
Zweistimme,12067469 09,amtsangehörige Gemeinde,Spreenhagen,2930,2549.0,381.0,0.0,1450.0,49.5,13,1437.0,374.0,26,169,11.8,153,10.6,445,31,99,6.9,98,6.8,4,0.3,33,2.3,6,0.4,52,3.6,4,0.3,12067469,12.3,141,3.1,36,19.3,222,19.6,225,0.2,2,0.8,9,3.8,44,Spreenhagen,5,67809469,,,6.2,71,1,12,0.1,1,33.7,387,5,LT14,67809469,100,LT14,41.215977377165075,16,1150,,,,,,1166,2829,both,18.7
Zweistimme,12068117,amtsfreie Gemeinde,Fehrbellin,7459,6431.0,1028.0,0.0,4307.0,57.7,83,4224.0,1234.0,29.2,812,19.2,432,10.2,893,21.1,417,9.9,157,3.7,25,0.6,132,3.1,13,0.3,102,2.4,7,0.2,12068117,10.3,326,1.5,46,23.5,744,14.5,460,0.4,14,1.5,47,5.8,184,Fehrbellin,20,68117,,,2.6,83,1.5,47,0.1,3,38.4,1218,20,LT14,68117,100,LT14,42.922069242079935,39,3172,,,,,,3211,7481,both,10.8
Zweistimme,12068181,amtsfreie Gemeinde,Heiligengrabe,3737,3478.0,259.0,0.0,2192.0,58.7,22,2170.0,550.0,25.3,421,19.4,218,10,608,28,137,6.3,105,4.8,7,0.3,59,2.7,13,0.6,48,2.2,4,0.2,12068181,12.1,241,1.7,34,30.3,603,20.2,402,0.2,3,1.4,28,4.1,82,Heiligengrabe,15,68181,,,2.1,41,1.3,25,0.1,1,26.7,533,15,LT14,68181,100,LT14,52.36633410079305,54,1993,,,,,,2047,3909,both,15.9
Zweistimme,12068264,amtsfreie Gemeinde,"Kyritz, Stadt",7813,6922.0,891.0,0.0,4196.0,53.7,48,4148.0,1289.0,31.1,710,17.1,501,12.1,953,23,350,8.4,112,2.7,17,0.4,100,2.4,9,0.2,101,2.4,6,0.1,12068264,9.4,318,1.3,44,26.5,898,22,747,0.1,4,0.9,31,4.5,153,"Kyritz, Stadt",17,68264,,,1,35,1.3,44,0.1,3,32.9,1116,17,LT14,68264,100,LT14,43.103879849812266,51,3393,,,,,,3444,7990,both,13.6
Zweistimme,12068320,amtsfreie Gemeinde,"Neuruppin, Stadt",26335,23390.0,2945.0,0.0,14091.0,53.5,181,13910.0,3950.0,28.4,2298,16.5,1547,11.1,2801,20.1,1972,14.2,429,3.1,77,0.6,442,3.2,57,0.4,311,2.2,26,0.2,12068320,11,1151,1.1,116,20.1,2102,18.3,1918,0.3,29,1.5,158,6.8,712,"Neuruppin, Stadt",41,68320,,,2.1,217,1.1,117,0.1,13,37.5,3927,41,LT14,68320,100,LT14,40.28346217977869,170,10460,,,,,,10630,26388,both,9.100000000000001
Zweistimme,12068353,amtsfreie Gemeinde,"Rheinsberg, Stadt",6802,5711.0,1091.0,0.0,4078.0,60,43,4035.0,1166.0,28.9,564,14,391,9.7,1046,25.9,325,8.1,269,6.7,32,0.8,138,3.4,21,0.5,77,1.9,6,0.1,12068353,12,384,2.9,94,21.3,682,17.4,557,0.2,5,1.7,54,4.6,149,"Rheinsberg, Stadt",21,68353,,,2.1,66,1.2,37,0.2,5,36.6,1173,21,LT14,68353,100,LT14,45.479871848446855,59,3206,,,,,,3265,7179,both,13.899999999999999
Zweistimme,12068468,amtsfreie Gemeinde,"Wittstock/Dosse, Stadt",12300,11086.0,1214.0,0.0,6346.0,51.6,58,6288.0,1679.0,26.7,1256,20,742,11.8,1636,26,412,6.6,229,3.6,43,0.7,133,2.1,33,0.5,112,1.8,13,0.2,12068468,9.1,503,1.2,66,31.7,1751,22.5,1243,0.2,9,1,53,3.3,180,"Wittstock/Dosse, Stadt",29,68468,,,2.5,139,0.8,42,0.1,7,27.7,1531,29,LT14,68468,100,LT14,43.85579937304075,72,5524,,,,,,5596,12760,both,16.9
Zweistimme,12068477,amtsfreie Gemeinde,Wusterhausen/Dosse,4915,4456.0,459.0,0.0,2759.0,56.1,30,2729.0,777.0,28.5,515,18.9,311,11.4,676,24.8,169,6.2,89,3.3,16,0.6,105,3.8,6,0.2,64,2.3,1,0,12068477,10.7,243,1.5,33,25.1,569,19.1,433,0.2,4,1.2,28,4.3,97,Wusterhausen/Dosse,20,68477,,,1.7,39,1.3,29,0.3,7,34.6,785,20,LT14,68477,100,LT14,44.76541295075611,42,2267,,,,,,2309,5158,both,14.100000000000001
Zweistimme,12068188 04,amtsangehörige Gemeinde,Herzberg (Mark),531,459.0,72.0,0.0,256.0,48.2,1,255.0,68.0,26.7,57,22.4,26,10.2,51,20,24,9.4,9,3.5,2,0.8,13,5.1,0,0,5,2,0,0,12068188,6.6,13,2,4,30.8,61,15.7,31,0,0,0,0,2,4,Herzberg (Mark),1,68804188,,,1.5,3,1,2,0.5,1,39.9,79,1,LT14,68804188,100,LT14,36.330935251798564,4,198,,,,,,202,556,both,13.4
Zweistimme,12068280 04,amtsangehörige Gemeinde,"Lindow (Mark), Stadt",2584,2253.0,331.0,0.0,1075.0,41.6,16,1059.0,282.0,26.6,183,17.3,81,7.6,280,26.4,108,10.2,35,3.3,4,0.4,55,5.2,4,0.4,25,2.4,2,0.2,12068280,10.7,96,1,9,25.9,232,16.2,145,0.3,3,3.2,29,4.6,41,"Lindow (Mark), Stadt",8,68804280,,,1.7,15,1.1,10,0,0,35.2,315,8,LT14,68804280,100,LT14,34.157303370786515,17,895,,,,,,912,2670,both,15.7
Zweistimme,12068372 04,amtsangehörige Gemeinde,Rüthnick,415,368.0,47.0,0.0,246.0,59.3,3,243.0,63.0,25.9,28,11.5,23,9.5,51,21,45,18.5,15,6.2,3,1.2,11,4.5,0,0,4,1.6,0,0,12068372,10.5,20,3.2,6,23.7,45,25.8,49,0,0,1.1,2,6.8,13,Rüthnick,1,68804372,,,0.5,1,1.1,2,0,0,27.4,52,1,LT14,68804372,100,LT14,44.75524475524475,2,190,,,,,,192,429,both,10.5
Zweistimme,12068437 04,amtsangehörige Gemeinde,Vielitzsee,402,366.0,36.0,0.0,231.0,57.5,4,227.0,56.0,24.7,36,15.9,24,10.6,62,27.3,23,10.1,9,4,0,0,11,4.8,1,0.4,4,1.8,1,0.4,12068437,14.1,24,0.6,1,22.4,38,18.2,31,0,0,1.8,3,8.2,14,Vielitzsee,3,68804437,,,1.8,3,0,0,0,0,32.9,56,3,LT14,68804437,100,LT14,42.3444976076555,7,170,,,,,,177,418,both,13.200000000000001
Zweistimme,12068052 05,amtsangehörige Gemeinde,Breddin,735,666.0,69.0,0.0,365.0,49.7,11,354.0,107.0,30.2,70,19.8,41,11.6,57,16.1,52,14.7,8,2.3,3,0.8,11,3.1,1,0.3,4,1.1,0,0,12068052,6.9,20,1,3,27.3,79,21.5,62,0,0,0.3,1,6.9,20,Breddin,1,68805052,,,0.7,2,2.1,6,0,0,33.2,96,1,LT14,68805052,100,LT14,38.10143042912874,4,289,,,,,,293,769,both,9.200000000000001
Zweistimme,12068109 05,amtsangehörige Gemeinde,Dreetz,991,855.0,136.0,0.0,422.0,42.6,2,420.0,143.0,34,73,17.4,55,13.1,83,19.8,22,5.2,13,3.1,2,0.5,15,3.6,0,0,14,3.3,0,0,12068109,8,29,1.1,4,23.2,84,19.9,72,0,0,0.8,3,4.4,16,Dreetz,2,68805109,,,1.1,4,3.3,12,0,0,38.1,138,2,LT14,68805109,100,LT14,35.91756624141315,4,362,,,,,,366,1019,both,11.8
Zweistimme,12068324 05,amtsangehörige Gemeinde,"Neustadt (Dosse), Stadt",2879,2572.0,307.0,0.0,1167.0,40.5,18,1149.0,339.0,29.5,208,18.1,128,11.1,259,22.5,110,9.6,21,1.8,4,0.3,40,3.5,4,0.3,32,2.8,4,0.3,12068324,10.5,96,0.9,8,26.5,243,15.7,144,0.1,1,1.7,16,5.9,54,"Neustadt (Dosse), Stadt",5,68805324,,,2.1,19,1.1,10,0.1,1,35.4,324,5,LT14,68805324,100,LT14,31.67006109979633,17,916,,,,,,933,2946,both,12.0
Zweistimme,12068409 05,amtsangehörige Gemeinde,Sieversdorf-Hohenofen,611,558.0,53.0,0.0,261.0,42.7,4,257.0,76.0,29.6,35,13.6,26,10.1,74,28.8,29,11.3,4,1.6,1,0.4,3,1.2,0,0,9,3.5,0,0,12068409,6.6,14,2.8,6,23.6,50,16.5,35,0,0,0.9,2,3.8,8,Sieversdorf-Hohenofen,1,68805409,,,0.9,2,1.4,3,0.5,1,42.9,91,1,LT14,68805409,100,LT14,33.38509316770186,3,212,,,,,,215,644,both,22.200000000000003
Zweistimme,12068417 05,amtsangehörige Gemeinde,Stüdenitz-Schönermark,514,482.0,32.0,0.0,291.0,56.6,3,288.0,91.0,31.6,53,18.4,16,5.6,71,24.7,22,7.6,9,3.1,0,0,20,6.9,0,0,6,2.1,0,0,12068417,10.4,21,3,6,33.3,67,12.4,25,0.5,1,1,2,3.5,7,Stüdenitz-Schönermark,2,68805417,,,0.5,1,2.5,5,0,0,32.8,66,2,LT14,68805417,100,LT14,39.30635838150289,3,201,,,,,,204,519,both,14.299999999999999
Zweistimme,12068501 05,amtsangehörige Gemeinde,Zernitz-Lohm,742,680.0,62.0,0.0,384.0,51.8,2,382.0,93.0,24.3,83,21.7,44,11.5,101,26.4,30,7.9,8,2.1,1,0.3,9,2.4,0,0,13,3.4,0,0,12068501,11.3,32,1.8,5,31.1,88,17.3,49,0,0,1.4,4,4.9,14,Zernitz-Lohm,2,68805501,,,0.7,2,0.4,1,0,0,31.1,88,2,LT14,68805501,100,LT14,39.03095558546433,7,283,,,,,,290,743,both,15.099999999999998
Zweistimme,12068072 07,amtsangehörige Gemeinde,Dabergotz,520,480.0,40.0,0.0,279.0,53.7,1,278.0,66.0,23.7,63,22.7,23,8.3,77,27.7,21,7.6,10,3.6,1,0.4,9,3.2,3,1.1,5,1.8,0,0,12068072,16.9,34,0.5,1,27.9,56,16.9,34,1,2,0.5,1,2,4,Dabergotz,1,68807072,,,6.5,13,0,0,0,0,27.9,56,1,LT14,68807072,100,LT14,40.438247011952186,2,201,,,,,,203,502,both,10.8
Zweistimme,12068306 07,amtsangehörige Gemeinde,Märkisch Linden,1033,915.0,118.0,0.0,529.0,51.2,10,519.0,130.0,25,94,18.1,40,7.7,161,31,46,8.9,14,2.7,3,0.6,16,3.1,5,1,10,1.9,0,0,12068306,11.5,48,1.2,5,25.3,106,16.5,69,0.5,2,1.7,7,4.5,19,Märkisch Linden,4,68807306,,,5,21,1,4,0.2,1,32.7,137,4,LT14,68807306,100,LT14,40.83011583011583,4,419,,,,,,423,1036,both,19.5
Zweistimme,12068413 07,amtsangehörige Gemeinde,Storbeck-Frankendorf,414,384.0,30.0,0.0,235.0,56.8,4,231.0,47.0,20.3,32,13.9,24,10.4,82,35.5,21,9.1,8,3.5,2,0.9,12,5.2,1,0.4,1,0.4,1,0.4,12068413,16.4,29,2.8,5,19.8,35,19.8,35,0.6,1,2.3,4,4,7,Storbeck-Frankendorf,2,68807413,,,1.7,3,1.1,2,0,0,31.6,56,2,LT14,68807413,100,LT14,42.15456674473068,3,177,,,,,,180,427,both,19.1
Zweistimme,12068425 07,amtsangehörige Gemeinde,Temnitzquell,648,600.0,48.0,0.0,322.0,49.7,4,318.0,96.0,30.2,68,21.4,31,9.7,72,22.6,30,9.4,5,1.6,0,0,7,2.2,2,0.6,7,2.2,0,0,12068425,12.7,35,1.8,5,31.2,86,14.9,41,0,0,0.7,2,5.1,14,Temnitzquell,3,68807425,,,4.3,12,0.4,1,0,0,29,80,3,LT14,68807425,100,LT14,43.32298136645963,3,276,,,,,,279,644,both,9.900000000000002
Zweistimme,12068426 07,amtsangehörige Gemeinde,Temnitztal,1231,1085.0,146.0,0.0,614.0,49.9,9,605.0,178.0,29.4,95,15.7,67,11.1,149,24.6,65,10.7,18,3,2,0.3,16,2.6,4,0.7,11,1.8,0,0,12068426,12.6,64,1.6,8,22.5,114,15.2,77,0.4,2,1,5,5.1,26,Temnitztal,6,68807426,,,3,15,0.8,4,0.2,1,37.7,191,6,LT14,68807426,100,LT14,42.8099173553719,11,507,,,,,,518,1210,both,12.000000000000002
Zweistimme,12068452 07,amtsangehörige Gemeinde,Walsleben,665,572.0,93.0,0.0,292.0,43.9,6,286.0,84.0,29.4,43,15,29,10.1,85,29.7,26,9.1,6,2.1,0,0,11,3.8,0,0,2,0.7,0,0,12068452,11.7,26,0.9,2,22.4,50,21.1,47,0.9,2,0,0,3.6,8,Walsleben,1,68807452,,,4,9,1.3,3,0.4,1,33.6,75,1,LT14,68807452,100,LT14,33.140376266280754,6,223,,,,,,229,691,both,18.0
Zweistimme,12069017,amtsfreie Gemeinde,"Beelitz, Stadt",10402,8822.0,1580.0,0.0,6771.0,65.1,79,6692.0,1885.0,28.2,1100,16.4,619,9.2,1304,19.5,735,11,479,7.2,56,0.8,289,4.3,41,0.6,165,2.5,19,0.3,12069017,11.9,606,1.9,99,23.6,1204,16.3,831,0.2,11,1.4,69,5.3,269,"Beelitz, Stadt",19,69017,,,1.5,74,1.4,71,0.2,12,36.4,1857,19,LT14,69017,100,LT14,51.536478984932586,96,5103,,,,,,5199,10088,both,7.6
Zweistimme,12069020,amtsfreie Gemeinde,"Bad Belzig, Stadt",9075,7535.0,1540.0,0.0,5831.0,64.3,83,5748.0,1888.0,32.8,790,13.7,622,10.8,1081,18.8,714,12.4,228,4,22,0.4,232,4,29,0.5,123,2.1,19,0.3,12069020,8.4,399,1.6,77,18.7,893,18,857,0.3,12,1.4,67,5.8,278,"Bad Belzig, Stadt",21,69020,,,2.4,116,1.8,85,0.1,6,41.5,1980,21,LT14,69020,100,LT14,51.665425135681595,85,4770,,,,,,4855,9397,both,10.4
Zweistimme,12069249,amtsfreie Gemeinde,Groß Kreutz (Havel),7147,6141.0,1006.0,0.0,4614.0,64.6,103,4511.0,1164.0,25.8,973,21.6,406,9,973,21.6,442,9.8,216,4.8,29,0.6,169,3.7,21,0.5,105,2.3,13,0.3,12069249,11.8,370,1.1,34,25.1,788,17,536,0.1,3,1.7,55,4.8,151,Groß Kreutz (Havel),9,69249,,,1.6,50,1.1,35,0.2,6,35.5,1117,9,LT14,69249,100,LT14,46.14494430782584,45,3145,,,,,,3190,6913,both,9.8
Zweistimme,12069304,amtsfreie Gemeinde,Kleinmachnow,15962,11969.0,3993.0,0.0,12541.0,78.6,62,12479.0,3229.0,25.9,2320,18.6,709,5.7,1147,9.2,3356,26.9,290,2.3,70,0.6,1102,8.8,62,0.5,170,1.4,24,0.2,12069304,9.6,1001,3.8,392,27.9,2919,10.5,1101,0.1,11,3.5,362,19,1990,Kleinmachnow,18,69304,,,0.4,44,1.8,188,0,5,23.3,2440,18,LT14,69304,100,LT14,66.9936930623686,63,10453,,,,,,10516,15697,both,-0.40000000000000036
Zweistimme,12069306,amtsfreie Gemeinde,Kloster Lehnin,9310,8209.0,1101.0,0.0,5759.0,61.9,74,5685.0,1774.0,31.2,936,16.5,558,9.8,1254,22.1,478,8.4,251,4.4,31,0.5,210,3.7,22,0.4,156,2.7,15,0.3,12069306,11,486,1.5,67,23.3,1030,17.4,769,0.2,9,1.6,69,4.7,206,Kloster Lehnin,18,69306,,,2.3,103,1.2,53,0.2,11,36.7,1626,18,LT14,69306,100,LT14,48.21045863694813,70,4429,,,,,,4499,9332,both,11.100000000000001
Zweistimme,12069397,amtsfreie Gemeinde,Michendorf,10338,8050.0,2288.0,0.0,7896.0,76.4,75,7821.0,2110.0,27,1190,15.2,590,7.5,1414,18.1,1460,18.7,361,4.6,56,0.7,373,4.8,41,0.5,211,2.7,15,0.2,12069397,10.8,594,2.9,162,24.8,1363,14.5,798,0.2,9,2.1,115,11.8,647,Michendorf,13,69397,,,0.9,52,1.9,105,0.1,7,30,1650,13,LT14,69397,100,LT14,56.1162696810658,58,5502,,,,,,5560,9908,both,7.300000000000001
Zweistimme,12069454,amtsfreie Gemeinde,Nuthetal,7541,5974.0,1567.0,0.0,5747.0,76.2,45,5702.0,1559.0,27.3,857,15,666,11.7,983,17.2,874,15.3,239,4.2,46,0.8,285,5,43,0.8,136,2.4,14,0.2,12069454,11.9,528,2.6,113,22.3,986,19.7,871,0.2,11,1.9,84,9.2,408,Nuthetal,11,69454,,,0.7,30,1.9,86,0.2,9,29.4,1300,11,LT14,69454,100,LT14,60.656401944894654,65,4426,,,,,,4491,7404,both,5.299999999999999
Zweistimme,12069590,amtsfreie Gemeinde,Schwielowsee,8948,7061.0,1887.0,0.0,6402.0,71.5,44,6358.0,1585.0,24.9,970,15.3,665,10.5,1031,16.2,1111,17.5,439,6.9,29,0.5,352,5.5,30,0.5,133,2.1,13,0.2,12069590,10.7,514,2.5,119,23.3,1115,18.1,865,0.1,5,2.4,113,12.1,578,Schwielowsee,9,69590,,,0.7,34,1.4,65,0.1,5,28.7,1374,9,LT14,69590,100,LT14,56.39386189258312,64,4787,,,,,,4851,8602,both,5.5
Zweistimme,12069596,amtsfreie Gemeinde,Seddiner See,3646,3204.0,442.0,0.0,2225.0,61,26,2199.0,654.0,29.7,299,13.6,249,11.3,468,21.3,221,10.1,137,6.2,19,0.9,70,3.2,17,0.8,63,2.9,2,0.1,12069596,9.1,152,3.3,55,17.1,285,21.7,361,0.1,2,1.7,28,5.2,87,Seddiner See,5,69596,,,2.5,42,1.4,24,0.4,6,37.3,620,5,LT14,69596,100,LT14,49.21602787456446,33,1662,,,,,,1695,3444,both,12.200000000000001
Zweistimme,12069604,amtsfreie Gemeinde,Stahnsdorf,12232,9683.0,2549.0,0.0,8650.0,70.7,65,8585.0,2101.0,24.5,1445,16.8,592,6.9,1371,16,1592,18.5,486,5.7,71,0.8,615,7.2,72,0.8,218,2.5,22,0.3,12069604,13,887,4.6,314,26.9,1837,12.4,851,0.1,7,2.3,159,12.3,841,Stahnsdorf,16,69604,,,1.2,83,2,139,0.2,12,25,1709,16,LT14,69604,100,LT14,58.10425745893396,94,6839,,,,,,6933,11932,both,3.0
Zweistimme,12069616,amtsfreie Gemeinde,"Teltow, Stadt",21059,17349.0,3710.0,0.0,13472.0,64,111,13361.0,3770.0,28.2,1983,14.8,853,6.4,1947,14.6,2513,18.8,720,5.4,110,0.8,1045,7.8,76,0.6,326,2.4,18,0.1,12069616,10.9,1073,4,391,23.8,2343,12.5,1229,0.1,14,2.8,274,11.3,1114,"Teltow, Stadt",19,69616,,,1.7,164,1.9,188,0.3,25,30.9,3041,19,LT14,69616,100,LT14,51.352741487501284,128,9856,,,,,,9984,19442,both,3.6999999999999993
